created_at,full_text
2021-06-30 04:42:26+00:00,James Gandolfini's Son Michael Dives Into Sopranos Origin Story in Action-Packed Prequel Trailer https://t.co/4FnZ2uIGnl
2021-06-30 04:22:24+00:00,Milo Ventimiglia Won't Be the Only Gilmore Girls Alum on Marvelous Mrs. Maisel Season 4 https://t.co/GJfcHy0EAf
2021-06-30 03:18:53+00:00,"Britney Spears Speaks Out Against Paparazzi for ""Embarrassing"" Her on Vacation https://t.co/DYRRt7iAbe"
2021-06-30 02:57:12+00:00,Kourtney Kardashian and Travis Barker Channel Vampires in Blood-Sucking New Selfie https://t.co/NofALqntZa
2021-06-30 02:00:09+00:00,"Married to Jonas. ❤️  2 years down, forever to go. (📷: Instagram) https://t.co/HJGLEqKx3w"
2021-06-30 01:51:11+00:00,"Trista Sutter Breaks Down in Tears Over Husband Ryan's Health Battles: ""It's Been Hard"" https://t.co/pALf1JjkNR"
2021-06-30 01:28:47+00:00,"All the Details on the $150,000 Engagement Ring Ronnie Ortiz-Magro Designed for Saffire Matos https://t.co/95LFYrIRoO"
2021-06-30 01:05:32+00:00,"Miley Cyrus performing ""The Climb"" will put us in our feels every. single. time. 😭 https://t.co/dYJsdgCjB6"
2021-06-30 00:43:23+00:00,What to Know About the Debate Surrounding Olympian Gwen Berry's National Anthem Protest https://t.co/z5vD3yoPy0
2021-06-30 00:30:05+00:00,"A queen on and off the court. 👑  Sending you so much love, @serenawilliams.   (📷 : Getty) https://t.co/BzQYDNR1mq"
2021-06-30 00:22:09+00:00,"Riley Keough Reflects on ""Pain and Suffering"" One Year After Brother Benjamin's Death https://t.co/zdPi1BhfCL"
2021-06-30 00:06:10+00:00,Even Sophie Turner Can't Believe She's Already Been Married to Joe Jonas for 2 Years https://t.co/bcA7u6RJaZ
2021-06-30 23:31:01+00:00,"The Xbox Games with Gold for July 2021 have been announced, including Planet Alpha, Rock of Ages 3: Make &amp; Break, Midway Arcade Origins, and more. https://t.co/qH4nDTnwPR https://t.co/VwfSLPLne0"
2021-06-30 23:01:01+00:00,"It's time to talk about some of the new movies and shows coming to streaming platforms next month!

We have Gunpowder Milkshake, Black Widow, a Dynasty Warriors movie, and much more to look forward to in July: https://t.co/zsohAQUge2 https://t.co/3L5G896BAO"
2021-06-30 22:48:22+00:00,"RT @IGN: Watch as Trent ""Miscast"" brings the monsters of Dungeons &amp; Dragons: Dark Alliance to life as custom figures, right before your ver…"
2021-06-30 22:31:02+00:00,The Forever Purge turns the entire Purge concept on its head giving us a thrilling evolutionary step for the films. Our review: https://t.co/DROksiIOb5 https://t.co/XBNmZcGoWC
2021-06-30 22:16:01+00:00,"A slippery selection of games and frustrating technical issues hold Xbox Cloud Gaming shy of greatness – but just barely.

Our review: https://t.co/RHSFyAQR4o https://t.co/yRYLSrm7wT"
2021-06-30 22:08:42+00:00,"RT @ScottCollura: I spoke to director Alan Taylor about The Many Saints of Newark trailer, who the Sopranos prequel is really about, castin…"
2021-06-30 22:01:02+00:00,"The Last of Us HBO series cast Dumbo star Nico Parker to play Joel’s daughter Sarah, playing opposite Pedro Pascal's Joel. https://t.co/kLbeFnFSok https://t.co/ziLhTLB91d"
2021-06-30 21:31:01+00:00,"ICYMI: For the 500th episode of Podcast Unlocked, we spoke with Xbox's Phil Spencer about the Bethesda acquisition, his favorite year of Xbox, and so much more. https://t.co/Ch7WI2xxBk https://t.co/JLOJCL6ub4"
2021-06-30 21:02:45+00:00,"Hey everyone! We are live now talking about this week’s intense episode of #Loki! 

Send us your questions &amp; theories! https://t.co/0CHRjLT8Rv"
2021-06-30 21:01:04+00:00,"A brand-new Simpsons short – The Good, The Bart, and the Loki – is coming to Disney+ on July 7. Bart is Thanos! Lisa is Thor! Of course Milhouse is Hawkeye! Synergy!!! https://t.co/VSaIqIBLNe https://t.co/0IYhDlrmuz"
2021-06-30 20:31:02+00:00,"A new ad platform could bring TV-like advertising to mainstream console gaming, with EA and the studio behind Smite apparently already involved. https://t.co/4ScmeauSna https://t.co/3EUL6Ow8fy"
2021-06-30 20:01:03+00:00,"Unlike the previous episodes, Loki Episode 4 ""The Nexus Event"" includes a major mid-credits scene that you won't want to miss. https://t.co/YkZRsV7b99"
2021-06-30 19:31:02+00:00,"Despite a predictable antagonist and an imbalance of importance and screen time for our two protagonists, Netflix's Infinite Darkness is a step up from previous Resident Evil projects released on the big and small screen.

Our review: https://t.co/buzqZxilfn https://t.co/u6txJiN3Vq"
2021-06-30 19:01:03+00:00,"The Forever Purge turns the entire Purge concept on its head giving us a thrilling evolutionary step for the films. 

Our review: https://t.co/yhud7BlTlZ https://t.co/TE9XMKItu0"
2021-06-30 18:31:03+00:00,"Samus' biggest threat in Metroid Dread will be the E.M.M.I., and while they won't technically insta-kill our favorite intergalactic bounty hunter, the chances of surviving when caught are... pretty slim. https://t.co/RbBZrVmYXw https://t.co/RrQN0TuswR"
2021-06-30 18:24:03+00:00,"RT @LaurenGallaway: Let’s talk about that heartbreaking &amp; revealing episode of #Loki ! 

2PM right here on Twitter Spaces w/ @IGN + guests.…"
2021-06-30 18:16:40+00:00,RT @IGNStore: Short PO notice! Kotobukiya's reproducing their ARTFX+ statues of Anakin Skywalker and Obi-Wan Kenobi as they appear in The C…
2021-06-30 18:01:02+00:00,"""It's clearly very emotional without Chad... We're going to do it in a way that would make Chad proud."" - Kevin Feige, after confirming Black Panther: Wakanda Forever started production on June 29 https://t.co/sy2rjBdGXQ https://t.co/riEMovoNNO"
2021-06-30 17:31:02+00:00,"EA and Nvidia have confirmed that Battlefield 2042 will support Nvidia's DLSS and Reflex technologies, improving frame rates and latency. https://t.co/o69et2STtt https://t.co/KNcRr7aDwD"
2021-06-30 17:01:04+00:00,"The one saving grace of Loki's latest episode of its post-credit scene, which feels more exciting than the rest of the episode. Our review: https://t.co/fIh3HcskEW https://t.co/owRSuDqnju"
2021-06-30 16:31:01+00:00,"Sony revealed the PlayStation Plus games for July 2021 include the new PS5 version of A Plague Tale: Innocence, along with Call of Duty: Black Ops 4 and more. https://t.co/DzmHNksNpK https://t.co/rkSpVTi9Yd"
2021-06-30 16:17:01+00:00,"Yet another group of Blizzard veterans are forming their own studio, this time with the support of Tencent. The new group is called Uncapped Games Studio, it's led by Diablo and Starcraft veterans, and it's making a new RTS for PC. https://t.co/CYNvLSxbRu https://t.co/47hzEczE3l"
2021-06-30 16:01:10+00:00,"Netflix's new horror trilogy, Fear Street Part 1: 1994, gets off to one hell of a good, grisly start.

Our review: https://t.co/VhOpbNxXNA https://t.co/FWeBZyY9fT"
2021-06-30 15:31:02+00:00,"Exclusive: Maya Hawke runs for her life in the terrifying opening five minutes of Fear Street Part 1: 1994, debuting on Netflix on July 2: https://t.co/e8yAOHm1hz https://t.co/VmKQi7499Z"
2021-06-30 15:07:29+00:00,"RT @TayNixster: Alright, it is here. My first review for IGN! 

I reviewed the upcoming Netflix series Resident Evil: Infinite Darkness!…"
2021-06-30 15:03:35+00:00,"A Marvel-themed The Simpsons short – The Good, The Bart, and The Loki – is coming to Disney+ this July. https://t.co/VSaIqIBLNe https://t.co/o4srFtGc1y"
2021-06-30 15:01:26+00:00,"One of the original programmers on Star Fox says he would bring the series back to its roots, with no 'gimmicks.' https://t.co/smHmTIqhgy https://t.co/f5qiGOYjIM"
2021-06-30 14:12:38+00:00,"It's time to be afraid of the dark again.

Watch our exclusive trailer for #DontBreathe2, coming to theaters August 13, 2021. https://t.co/EUdYHf8DX7"
2021-06-30 14:08:24+00:00,"RT @IGNDeals: Zack Snyder's Justice League Trilogy [Blu-ray] is available to preorder at Amazon for $84.99, to be released 9/7 🎬 https://t.…"
2021-06-30 14:01:07+00:00,"Watch the exclusive trailer for Don't Breathe 2, where Norman Nordstrom (Stephen Lang) lives in quiet solace... until his past sins catch up to him. https://t.co/dtXHbX6sct https://t.co/GHX39qDpML"
2021-06-30 13:31:01+00:00,"Black Panther: Wakanda Forever has begun production, with Kevin Feige promising that it will be done ""in a way that would make Chad proud."" https://t.co/AUJhl9n7ve https://t.co/cPXT0YAHtw"
2021-06-30 13:01:02+00:00,Quentin Tarantino clarified some ambiguity about Cliff Booth's past in his novelization of Once Upon a Time in Hollywood. https://t.co/dV6FHeoDtx https://t.co/tR96jv5PRu
2021-06-30 12:31:01+00:00,Loki's fourth episode jogs in place and indulges Marvel's worst tendencies. Our review: https://t.co/3qP9gd688P https://t.co/kShAAqaoUa
2021-06-30 10:20:07+00:00,Venture is Magic: The Gathering's most D&amp;D-inspired new mechanic – we spoke to a Magic designer to get a deep-dive on it. https://t.co/xFV8CIofa7 https://t.co/lvxPcO8hdY
2021-06-30 10:00:04+00:00,"Clifford the Big Red Dog is undeniably big, red, and a dog in the official trailer for this upcoming film.  https://t.co/tnZ5ZRjjyL https://t.co/K7px6WZq0g"
2021-06-30 09:11:03+00:00,Konami and Bloober Team are working together – adding weight to rumours that the Polish studio is working on a new Silent Hill game. https://t.co/FmZldmGqVC https://t.co/7oqCustZZf
2021-06-30 09:01:01+00:00,IGN is delighted to reveal two more cards from the Magic: The Gathering and Dungeons &amp; Dragons crossover set – one of which comes with a brand new mechanic. https://t.co/ghIZBPKCu4 https://t.co/csGfRAsXP5
2021-06-30 08:00:03+00:00,Check out the DOOM Eternal - Update 6 launch trailer: https://t.co/MKvDNxpWJ4 https://t.co/gq0iaYWsS2
2021-06-30 07:00:03+00:00,Marvel's Kevin Feige confirms Shang-Chi will feature a battle between Wong And Abomination. https://t.co/Zb7fPx523U https://t.co/CPFssEC788
2021-06-30 06:00:26+00:00,Is The Purge propaganda? https://t.co/oyjWJGwET0 https://t.co/drJUZv8epo
2021-06-30 05:31:28+00:00,"Kate Beckinsale stars as a woman with a lifelong rage disorder that results in sporadic, murderous impulses that can only be stopped when she shocks herself in Jolt. 🧠⚡ https://t.co/HnefCj50he"
2021-06-30 04:31:01+00:00,"Despite rumors, HBO has only greenlit one Game of Thrones spin-off series so far -House of the Dragon, which is set to premiere in 2022. https://t.co/fEYSUF4k06 https://t.co/3Pxx1Hj5YT"
2021-06-30 04:01:01+00:00,"Wong from Doctor Strange and Abomination from The Incredible Hulk are confirmed for Shang-Chi, according to Kevin Feige. https://t.co/tbFkSURmxn https://t.co/O51DmvYoxr"
2021-06-30 03:46:01+00:00,Xbox boss Phil Spencer says selling and buying game studios is a healthy part of the industry and a reason why there's innovation in businesses. https://t.co/EKO7Lib9zP https://t.co/lFZCYwbXE6
2021-06-30 03:31:01+00:00,The purge creator/writer James DeMonaco and star Ana de la Reguera explain why The Forever Purge is a game-changer for the series. https://t.co/yL7KL1VQu7 https://t.co/ZtFGLAhPHp
2021-06-30 03:01:02+00:00,"""It's good to think of The Elder Scrolls 6 as still being in a design [phase]… but we’re checking the tech: 'Is this going to handle the things we want to do?'"" - Todd Howard https://t.co/EpHvTUVlmg https://t.co/05DlJaqZyj"
2021-06-30 02:46:01+00:00,"Xbox boss Phil Spencer sheds light on the initial discussions around Perfect Dark and why Joanna Dark presents a lot of ""modern opportunities"" for Xbox's lineup. https://t.co/APa0k8lal6 https://t.co/MzgALeugJO"
2021-06-30 02:31:01+00:00,Kevin Feige has confirmed that Abomination is fighting Wong in the new Shang-Chi and the Legend of the Ten Rings trailer. https://t.co/tbFkSURmxn https://t.co/RXcC40ca1A
