created_at,full_text
2021-06-30 00:33:11+00:00,"Under the bill, former interpreters, drivers and others who supported the war effort would no longer be required to get a medical examination in Afghanistan as part of the application process for the special immigrant visa.  https://t.co/tGolCwiJX8"
2021-06-30 23:52:20+00:00,"When part of Champlain Towers South fell in Surfside, Florida, last week, members of a world-class search and rescue operation quickly arrived on the scene.

The task force has responded to some of the most notable disasters in recent history. https://t.co/8h4na62BrZ"
2021-06-30 23:39:58+00:00,"""As a historian who has studied James Buchanan, I can't say I am surprised. The case for Buchanan as the worst president in American history is, after all, a very strong one,"" writes Thomas Balcerski for @CNNOpinion https://t.co/CinSQEDj0P"
2021-06-30 23:27:12+00:00,"Mexican billionaire Carlos Slim will pay for all the costs needed to rebuild Mexico City's subway overpass-stretch, which left 26 dead after it collapsed last month, according to Mexican President Andres Manuel Lopez Obrador https://t.co/HYeZvJJdHL"
2021-06-30 23:08:42+00:00,"Rescue and search crews have found the bodies of two children at the site of the South Florida building collapse, bringing the death toll to 18, Miami-Dade County Mayor Daniella Levine Cava said https://t.co/PVQ4CK1jqu"
2021-06-30 22:40:54+00:00,"""I just think it's a slap in the face for all the victims""

News of Bill Cosby's release from prison shocked many across the US, especially his accusers. Here's what the women, along with their attorneys, had to say. https://t.co/1WVJl7V1U2"
2021-06-30 22:01:05+00:00,"Ford is going after Jeep Wrangler's niche with the new Bronco. CNN Business' Peter Valdes-Dapena looks at what it can do over steep hills, through creeks, and over rocks. https://t.co/T5lvvdzGKM https://t.co/yGH2y0ffQp"
2021-06-30 21:15:07+00:00,Jewish college students say some of the new faces of US anti-Semitism are among their fellow progressives https://t.co/kCAUDuSWi4
2021-06-30 21:01:03+00:00,Some businesses are allowing hybrid work options while others want employees back in the office full time. CNN's Anna Stewart reports on companies' different strategies. https://t.co/a9y65ZmLvo https://t.co/jWfhaJ9sV0
2021-06-30 20:29:06+00:00,"Eight months since Ethiopian Prime Minister Abiy Ahmed ordered a military offensive in the northern Tigray region, the fighting has left thousands dead, forced more than 1.7 million to flee, fueled famine and given rise to a wave of atrocities. https://t.co/2wI6SBZwXv"
2021-06-30 20:00:24+00:00,A team of US veterans has begun digging up a field in England in the hope of finding the remains of three missing airmen — 77 years after their deaths in World War II. https://t.co/M4CcV7DWbu
2021-06-30 19:34:07+00:00,"Sara Nir and her two children were in their ground-floor condo in Surfside, Florida, moments before the building partially collapsed. Thinking commotion she heard was an earthquake, she told her kids: ""Run as fast as you can,"" and they took off. https://t.co/Zz1nfmpAOd"
2021-06-30 19:01:08+00:00,"For the second year in a row, fireworks shortages are leaving shelves empty and hiking prices leading up to the US Fourth of July holiday weekend https://t.co/j1ISU27VPT https://t.co/lZzyyV2sB4"
2021-06-30 18:00:17+00:00,Police are questioning a woman who allegedly held out a banner causing a massive crash during the first stage of the Tour de France https://t.co/iIY2lzsGsB
2021-06-30 17:02:08+00:00,"A prototype flying car has completed a test flight between two cities in Slovakia, spending 35 minutes airborne. https://t.co/MIg4R86qJt"
2021-06-30 16:21:07+00:00,"""What we see in Brazil is that the number of kids dying with Covid specified as the cause of death is higher than what we are seeing in other countries of the world -- it's 10 times higher,"" an epidemiologist at Vital Strategies told CNN. https://t.co/SDJwJux6fv"
2021-06-30 16:00:16+00:00,Britain thinks it can out-vaccinate the Delta variant. The world isn't so sure | Analysis by @robpicheta https://t.co/zDOA3dHiPi https://t.co/Oza5uXeGIU
2021-06-30 15:41:06+00:00,"Japan's Supreme Court has upheld a death sentence given to a 74-year-old serial killer, known as the ""Black Widow,"" for the murder of three men, including her husband, and the attempted murder of a fourth. https://t.co/G57RlkNfSq"
2021-06-30 15:30:16+00:00,A new study suggests that dinosaurs were in decline for as many as 10 million years before the city-sized asteroid hit https://t.co/nj0Vxkb6w1
2021-06-30 14:19:04+00:00,"""She has asked him point-blank, once again, to file the paperwork to end this.""

Britney Spears has been pushing her attorney to petition to end her conservatorship in the days since her bombshell hearing. https://t.co/tYe93Dmp37 https://t.co/uFOMnFEjnE"
2021-06-30 12:18:03+00:00,"""What we see in Brazil is that the number of kids dying with Covid specified as the cause of death is higher than what we are seeing in other countries of the world -- it's 10 times higher,"" an epidemiologist at Vital Strategies told CNN. https://t.co/K5LvZ1EE6N"
2021-06-30 11:45:05+00:00,"Japan's Supreme Court has upheld a death sentence given to a 74-year-old serial killer, known as the ""Black Widow,"" for the murder of three men, including her husband, and the attempted murder of a fourth. https://t.co/fJzXWUCpNl"
2021-06-30 11:30:14+00:00,"Kim Jong Un fired several senior officials who failed to enforce North Korea's stringent Covid-19 prevention, a dereliction of duty which the young dictator said will have ""grave consequences"" for the impoverished and isolated nation, state media reported https://t.co/BfSaoaBnOS"
2021-06-30 10:30:05+00:00,"""She has asked him point-blank, once again, to file the paperwork to end this.""

Britney Spears has been pushing her attorney to petition to end her conservatorship in the days since her bombshell hearing. https://t.co/avVqpkjmUB https://t.co/K2ZuMH2bTv"
2021-06-30 10:04:05+00:00,Britain thinks it can out-vaccinate the Delta variant. The world isn't so sure | Analysis by @robpicheta https://t.co/NDOmPcQIxr https://t.co/n1JGSq9gyX
2021-06-30 09:29:04+00:00,"""I can tell you that none of us have lost hope.""

Rescue teams are entering their seventh day searching the rubble of a collapsed building in Surfside, Florida -- still holding out hope they will find the 149 people still unaccounted for. https://t.co/o99aMTzwzA"
2021-06-30 09:10:02+00:00,An Idaho woman who is accused of killing her two children has been charged in the death of her former husband. https://t.co/Tj12nZ4bNW
2021-06-30 08:36:53+00:00,"Japan's Supreme Court has upheld a death sentence given to a 74-year-old serial killer, known as the ""Black Widow,"" for the murder of three men, including her husband, and the attempted murder of a fourth. https://t.co/K5H70cIcFU"
2021-06-30 07:30:07+00:00,"Kim Jong Un fired several senior officials who failed to enforce North Korea's stringent Covid-19 prevention, a dereliction of duty which the young dictator said will have ""grave consequences"" for the impoverished and isolated nation, state media reported https://t.co/eEDaaTKNGu"
2021-06-30 06:21:17+00:00,"Kim Jong Un fired several senior officials who failed to enforce North Korea's stringent Covid-19 prevention, a dereliction of duty which the young dictator said will have ""grave consequences"" for the impoverished and isolated nation, state media reported https://t.co/G1BhQAb98j"
2021-06-30 06:01:09+00:00,"Zandile Ndhlovu, South Africa's first Black female free dive instructor, is fostering a more inclusive ocean through The Black Mermaid Foundation. https://t.co/236oHPcrI6 https://t.co/ysrr2DnYIr"
2021-06-30 05:31:04+00:00,This is how a photographer captures the life and death of a flower in seconds with mesmerizing time lapses. https://t.co/Ex9Gvse1Jp
2021-06-30 05:14:05+00:00,South Africa's first Black African free diving instructor created The Black Mermaid Foundation to make the ocean a more inclusive and accessible place for people of color. https://t.co/DgHq4hICmx
2021-06-30 04:13:06+00:00,"Spanking does not appear to improve a child's positive behavior or social competence, a review of global studies finds https://t.co/unHS1Dd3wE"
2021-06-30 04:00:06+00:00,Beauty entrepreneur Mona Kattan is a major perfume lover -- here are her five fragrance tips on smelling your best https://t.co/bGZ9zv0yOY https://t.co/elCCH2IYBk
2021-06-30 03:46:05+00:00,"It was approaching midnight on June 30, 2020, when news broke that Beijing had promulgated a national security law in Hong Kong, effective immediately. 

In just one year, the city has been transformed, leaving many residents stunned and grieving. https://t.co/fVxMBuwolJ"
2021-06-30 03:03:10+00:00,"""Who would think that something like this would happen at 1:30 in the morning? In your life?""

An 88-year old survivor of the condo collapse in Surfside, Florida, credits her neighbors for helping her escape as the building fell to the ground. https://t.co/TJ4PPm8IBA"
2021-06-30 02:42:10+00:00,"Magaly ""Maggie"" Ramsey said she didn't get to hold her father or say her final goodbyes before he died from Covid-19 in August.

Now, her mother is one of the dozens unaccounted for in the wake of the deadly South Florida condominium collapse. https://t.co/wlmjfyyNWq"
2021-06-30 02:29:11+00:00,"A California couple has been fined for digging up and burying dozens of protected Joshua trees to make room for a home they were building, officials say https://t.co/RPUiMNi66k"
