created_at,full_text,polarity,screen_name
2021-06-30 04:07:43+00:00,"""It's here where you have to consider if Tucker Carlson holds the power of life and death — or, at least, good health or ill — over his nearly 3 million conservative viewers."" https://t.co/39iL1EhI5K",-6.938893903907228e-18,YahooNews
2021-06-30 03:47:50+00:00,"The issue is Trump — he’s still the Pied Piper of modern Republicanism, and fixated on litigating the past, not legislating the future. https://t.co/DUNXPJ2kjB",-0.016666666666666663,YahooNews
2021-06-30 03:11:34+00:00,Gen. Austin Scott Miller said he stands by his belief that there cannot be a military victor in Afghanistan https://t.co/xogTIDKhNB,-0.1,YahooNews
2021-06-30 02:50:01+00:00,"A national eviction moratorium has prevented millions of Americans from losing their homes, but some argue it's no longer necessary now that the worst days of the pandemic are over https://t.co/CMFB6uVeAS",-0.5,YahooNews
2021-06-30 02:10:28+00:00,"""...Republicans want to do what no political party has ever tried to do: get to decide if your vote counts. It's outrageous. We're going to fight like hell to make sure that doesn't happen"" https://t.co/nzPCoJfApf",-0.16666666666666666,YahooNews
2021-06-30 01:51:08+00:00,The flurry of activity is a sign that there is no clear frontrunner to lead the GOP if Trump opts against a 2024 campaign https://t.co/cHFDW82mTm,-0.05000000000000001,YahooNews
2021-06-30 23:39:58+00:00,"""As a historian who has studied James Buchanan, I can't say I am surprised. The case for Buchanan as the worst president in American history is, after all, a very strong one,"" writes Thomas Balcerski for @CNNOpinion https://t.co/CinSQEDj0P",-0.08416666666666667,cnni
2021-06-30 23:27:12+00:00,"Mexican billionaire Carlos Slim will pay for all the costs needed to rebuild Mexico City's subway overpass-stretch, which left 26 dead after it collapsed last month, according to Mexican President Andres Manuel Lopez Obrador https://t.co/HYeZvJJdHL",-0.04,cnni
2021-06-30 22:40:54+00:00,"""I just think it's a slap in the face for all the victims""

News of Bill Cosby's release from prison shocked many across the US, especially his accusers. Here's what the women, along with their attorneys, had to say. https://t.co/1WVJl7V1U2",-0.06666666666666665,cnni
2021-06-30 20:29:06+00:00,"Eight months since Ethiopian Prime Minister Abiy Ahmed ordered a military offensive in the northern Tigray region, the fighting has left thousands dead, forced more than 1.7 million to flee, fueled famine and given rise to a wave of atrocities. https://t.co/2wI6SBZwXv",-0.020000000000000018,cnni
2021-06-30 20:10:12+00:00,"Only two US House Republicans voted to create a select committee to investigate the deadly January 6 attack on the US Capitol, and both are frequent critics of former President Donald Trump

• Rep. Liz Cheney of Wyoming
• Rep. Adam Kinzinger of Illinois

https://t.co/xNGlipkjbK",-0.025,cnni
2021-06-30 20:00:24+00:00,A team of US veterans has begun digging up a field in England in the hope of finding the remains of three missing airmen — 77 years after their deaths in World War II. https://t.co/M4CcV7DWbu,-0.2,cnni
2021-06-30 19:01:08+00:00,"For the second year in a row, fireworks shortages are leaving shelves empty and hiking prices leading up to the US Fourth of July holiday weekend https://t.co/j1ISU27VPT https://t.co/lZzyyV2sB4",-0.03333333333333333,cnni
2021-06-30 17:33:03+00:00,China is facing its worst power shortage in a decade. That's a problem for the whole world https://t.co/bBputjO8rQ https://t.co/1I6cdxeENk,-0.4,cnni
2021-06-30 15:41:06+00:00,"Japan's Supreme Court has upheld a death sentence given to a 74-year-old serial killer, known as the ""Black Widow,"" for the murder of three men, including her husband, and the attempted murder of a fourth. https://t.co/G57RlkNfSq",-0.022222222222222216,cnni
